game_id,team,player,metric,model_mean,p10,p25,p50,p75,p90,model_probability_over_market_line,model_probability_under_market_line,market_line,over_price,under_price,sportsbook,market_timestamp,forecast_written_at,latest_information_timestamp,source_freshness,POST_INACTIVES_COMPLETE,known_defect_flags,candidate_version,run_id,promoted,RANKING_ELIGIBLE,ranking_ineligible_reasons,correlation_group,model_minus_market_probability,abs_probability_disagreement,line_minus_mean_native_units,line_minus_mean_in_model_sds,line_percentile_in_model_distribution,model_sd,market_probability_over_no_vig,market_hold,no_vig_available,candidate,cutoff,research_label,namespace
2026_01_SF_LA,LA,Matthew Stafford,qb/scr,0.57,0.0,0.0,0.0,1.0,2.0,,,,,,,,2026-09-11T00:13:09.885625Z,2026-09-11T00:08:49Z,12.46,True,"[{""contaminates_this_metric"": true, ""detail"": ""this board was sealed before official_inactive_ids reached the QB allocation, so an officially inactive quarterback may hold dropback share"", ""id"": ""QB_INACTIVE_NOT_CONSUMED""}]",V1_CANDIDATE_R8,5e70d8847e32c7ae,False,False,"[""MARKET_QUOTE_ABSENT"", ""KNOWN_DEFECT:QB_INACTIVE_NOT_CONSUMED""]",00-0026498:other,,,,,,0.7687,,,False,R8,post_inactives,post_inactives_R8,research
2026_01_SF_LA,SF,Brock Purdy,qb/att,26.71,14.0,22.0,28.0,34.0,39.0,0.264,0.736,33.5,-112,-113,DraftKings,2026-09-10T23:58:21Z,2026-09-11T00:13:09.885625Z,2026-09-11T00:08:49Z,12.46,True,"[{""contaminates_this_metric"": true, ""detail"": ""this board was sealed before official_inactive_ids reached the QB allocation, so an officially inactive quarterback may hold dropback share"", ""id"": ""QB_INACTIVE_NOT_CONSUMED""}]",V1_CANDIDATE_R8,5e70d8847e32c7ae,False,False,"[""KNOWN_DEFECT:QB_INACTIVE_NOT_CONSUMED""]",00-0037834:qb_volume,-0.235,0.235,6.792,0.6329,0.736,10.7319,0.499,0.0588,True,R8,post_inactives,post_inactives_R8,research
2026_01_SF_LA,SF,Brock Purdy,qb/cmp,17.81,8.9,14.0,19.0,23.0,26.0,,,,,,,,2026-09-11T00:13:09.885625Z,2026-09-11T00:08:49Z,12.46,True,"[{""contaminates_this_metric"": true, ""detail"": ""this board was sealed before official_inactive_ids reached the QB allocation, so an officially inactive quarterback may hold dropback share"", ""id"": ""QB_INACTIVE_NOT_CONSUMED""}]",V1_CANDIDATE_R8,5e70d8847e32c7ae,False,False,"[""MARKET_QUOTE_ABSENT"", ""KNOWN_DEFECT:QB_INACTIVE_NOT_CONSUMED""]",00-0037834:qb_volume,,,,,,7.6528,,,False,R8,post_inactives,post_inactives_R8,research
2026_01_SF_LA,SF,Brock Purdy,qb/db,29.87,15.0,25.0,31.0,38.0,43.0,,,,,,,,2026-09-11T00:13:09.885625Z,2026-09-11T00:08:49Z,12.46,True,"[{""contaminates_this_metric"": true, ""detail"": ""this board was sealed before official_inactive_ids reached the QB allocation, so an officially inactive quarterback may hold dropback share"", ""id"": ""QB_INACTIVE_NOT_CONSUMED""}]",V1_CANDIDATE_R8,5e70d8847e32c7ae,False,False,"[""MARKET_QUOTE_ABSENT"", ""KNOWN_DEFECT:QB_INACTIVE_NOT_CONSUMED""]",00-0037834:qb_volume,,,,,,11.8551,,,False,R8,post_inactives,post_inactives_R8,research
2026_01_SF_LA,SF,Brock Purdy,qb/int,0.75,0.0,0.0,0.0,1.0,2.0,,,,,,,,2026-09-11T00:13:09.885625Z,2026-09-11T00:08:49Z,12.46,True,"[{""contaminates_this_metric"": true, ""detail"": ""this board was sealed before official_inactive_ids reached the QB allocation, so an officially inactive quarterback may hold dropback share"", ""id"": ""QB_INACTIVE_NOT_CONSUMED""}]",V1_CANDIDATE_R8,5e70d8847e32c7ae,False,False,"[""MARKET_QUOTE_ABSENT"", ""KNOWN_DEFECT:QB_INACTIVE_NOT_CONSUMED""]",00-0037834:qb_efficiency,,,,,,0.9156,,,False,R8,post_inactives,post_inactives_R8,research
2026_01_SF_LA,SF,Brock Purdy,qb/ptd,1.19,0.0,0.0,1.0,2.0,3.0,,,,,,,,2026-09-11T00:13:09.885625Z,2026-09-11T00:08:49Z,12.46,True,"[{""contaminates_this_metric"": true, ""detail"": ""this board was sealed before official_inactive_ids reached the QB allocation, so an officially inactive quarterback may hold dropback share"", ""id"": ""QB_INACTIVE_NOT_CONSUMED""}]",V1_CANDIDATE_R8,5e70d8847e32c7ae,False,False,"[""MARKET_QUOTE_ABSENT"", ""KNOWN_DEFECT:QB_INACTIVE_NOT_CONSUMED""]",00-0037834:qb_efficiency,,,,,,1.1858,,,False,R8,post_inactives,post_inactives_R8,research
2026_01_SF_LA,SF,Brock Purdy,qb/pyds,210.5,83.1,152.22,216.0,272.0,335.0,0.386,0.614,238.5,-113,-113,FanDuel,2026-09-10T23:58:21Z,2026-09-11T00:13:09.885625Z,2026-09-11T00:08:49Z,12.46,True,"[{""contaminates_this_metric"": true, ""detail"": ""this board was sealed before official_inactive_ids reached the QB allocation, so an officially inactive quarterback may hold dropback share"", ""id"": ""QB_INACTIVE_NOT_CONSUMED""}]",V1_CANDIDATE_R8,5e70d8847e32c7ae,False,False,"[""KNOWN_DEFECT:QB_INACTIVE_NOT_CONSUMED""]",00-0037834:qb_volume,-0.114,0.114,28.0039,0.2792,0.614,100.2932,0.5,0.061,True,R8,post_inactives,post_inactives_R8,research
2026_01_SF_LA,SF,Brock Purdy,qb/rtd,0.2,0.0,0.0,0.0,0.0,1.0,,,,,,,,2026-09-11T00:13:09.885625Z,2026-09-11T00:08:49Z,12.46,True,"[{""contaminates_this_metric"": true, ""detail"": ""this board was sealed before official_inactive_ids reached the QB allocation, so an officially inactive quarterback may hold dropback share"", ""id"": ""QB_INACTIVE_NOT_CONSUMED""}]",V1_CANDIDATE_R8,5e70d8847e32c7ae,False,False,"[""MARKET_QUOTE_ABSENT"", ""KNOWN_DEFECT:QB_INACTIVE_NOT_CONSUMED""]",00-0037834:other,,,,,,0.4578,,,False,R8,post_inactives,post_inactives_R8,research
2026_01_SF_LA,SF,Brock Purdy,qb/rush_opp,2.51,0.0,1.0,2.0,4.0,5.0,,,,,,,,2026-09-11T00:13:09.885625Z,2026-09-11T00:08:49Z,12.46,True,"[{""contaminates_this_metric"": true, ""detail"": ""this board was sealed before official_inactive_ids reached the QB allocation, so an officially inactive quarterback may hold dropback share"", ""id"": ""QB_INACTIVE_NOT_CONSUMED""}]",V1_CANDIDATE_R8,5e70d8847e32c7ae,False,False,"[""MARKET_QUOTE_ABSENT"", ""KNOWN_DEFECT:QB_INACTIVE_NOT_CONSUMED""]",00-0037834:other,,,,,,1.8224,,,False,R8,post_inactives,post_inactives_R8,research
2026_01_SF_LA,SF,Brock Purdy,qb/ryds,11.86,0.0,3.0,8.0,18.0,31.5,,,,,,,,2026-09-11T00:13:09.885625Z,2026-09-11T00:08:49Z,12.46,True,"[{""contaminates_this_metric"": true, ""detail"": ""this board was sealed before official_inactive_ids reached the QB allocation, so an officially inactive quarterback may hold dropback share"", ""id"": ""QB_INACTIVE_NOT_CONSUMED""}]",V1_CANDIDATE_R8,5e70d8847e32c7ae,False,False,"[""MARKET_QUOTE_ABSENT"", ""KNOWN_DEFECT:QB_INACTIVE_NOT_CONSUMED""]",00-0037834:other,,,,,,13.494,,,False,R8,post_inactives,post_inactives_R8,research
2026_01_SF_LA,SF,Brock Purdy,qb/sacks,1.54,0.0,1.0,1.0,2.0,3.0,,,,,,,,2026-09-11T00:13:09.885625Z,2026-09-11T00:08:49Z,12.46,True,"[{""contaminates_this_metric"": true, ""detail"": ""this board was sealed before official_inactive_ids reached the QB allocation, so an officially inactive quarterback may hold dropback share"", ""id"": ""QB_INACTIVE_NOT_CONSUMED""}]",V1_CANDIDATE_R8,5e70d8847e32c7ae,False,False,"[""MARKET_QUOTE_ABSENT"", ""KNOWN_DEFECT:QB_INACTIVE_NOT_CONSUMED""]",00-0037834:other,,,,,,1.3109,,,False,R8,post_inactives,post_inactives_R8,research
2026_01_SF_LA,SF,Brock Purdy,qb/scr,1.63,0.0,1.0,1.0,2.0,3.1,,,,,,,,2026-09-11T00:13:09.885625Z,2026-09-11T00:08:49Z,12.46,True,"[{""contaminates_this_metric"": true, ""detail"": ""this board was sealed before official_inactive_ids reached the QB allocation, so an officially inactive quarterback may hold dropback share"", ""id"": ""QB_INACTIVE_NOT_CONSUMED""}]",V1_CANDIDATE_R8,5e70d8847e32c7ae,False,False,"[""MARKET_QUOTE_ABSENT"", ""KNOWN_DEFECT:QB_INACTIVE_NOT_CONSUMED""]",00-0037834:other,,,,,,1.4254,,,False,R8,post_inactives,post_inactives_R8,research
2026_01_SF_LA,SF,Mac Jones,qb/att,2.0,0.0,0.0,0.0,1.0,7.1,,,,,,,,2026-09-11T00:13:09.885625Z,2026-09-11T00:08:49Z,12.46,True,"[{""contaminates_this_metric"": true, ""detail"": ""this board was sealed before official_inactive_ids reached the QB allocation, so an officially inactive quarterback may hold dropback share"", ""id"": ""QB_INACTIVE_NOT_CONSUMED""}]",V1_CANDIDATE_R8,5e70d8847e32c7ae,False,False,"[""MARKET_QUOTE_ABSENT"", ""KNOWN_DEFECT:QB_INACTIVE_NOT_CONSUMED""]",00-0036972:qb_volume,,,,,,4.9565,,,False,R8,post_inactives,post_inactives_R8,research
2026_01_SF_LA,SF,Mac Jones,qb/cmp,1.33,0.0,0.0,0.0,0.0,5.0,,,,,,,,2026-09-11T00:13:09.885625Z,2026-09-11T00:08:49Z,12.46,True,"[{""contaminates_this_metric"": true, ""detail"": ""this board was sealed before official_inactive_ids reached the QB allocation, so an officially inactive quarterback may hold dropback share"", ""id"": ""QB_INACTIVE_NOT_CONSUMED""}]",V1_CANDIDATE_R8,5e70d8847e32c7ae,False,False,"[""MARKET_QUOTE_ABSENT"", ""KNOWN_DEFECT:QB_INACTIVE_NOT_CONSUMED""]",00-0036972:qb_volume,,,,,,3.3764,,,False,R8,post_inactives,post_inactives_R8,research
2026_01_SF_LA,SF,Mac Jones,qb/db,2.22,0.0,0.0,0.0,1.0,9.0,,,,,,,,2026-09-11T00:13:09.885625Z,2026-09-11T00:08:49Z,12.46,True,"[{""contaminates_this_metric"": true, ""detail"": ""this board was sealed before official_inactive_ids reached the QB allocation, so an officially inactive quarterback may hold dropback share"", ""id"": ""QB_INACTIVE_NOT_CONSUMED""}]",V1_CANDIDATE_R8,5e70d8847e32c7ae,False,False,"[""MARKET_QUOTE_ABSENT"", ""KNOWN_DEFECT:QB_INACTIVE_NOT_CONSUMED""]",00-0036972:qb_volume,,,,,,5.4936,,,False,R8,post_inactives,post_inactives_R8,research
2026_01_SF_LA,SF,Mac Jones,qb/int,0.05,0.0,0.0,0.0,0.0,0.0,,,,,,,,2026-09-11T00:13:09.885625Z,2026-09-11T00:08:49Z,12.46,True,"[{""contaminates_this_metric"": true, ""detail"": ""this board was sealed before official_inactive_ids reached the QB allocation, so an officially inactive quarterback may hold dropback share"", ""id"": ""QB_INACTIVE_NOT_CONSUMED""}]",V1_CANDIDATE_R8,5e70d8847e32c7ae,False,False,"[""MARKET_QUOTE_ABSENT"", ""KNOWN_DEFECT:QB_INACTIVE_NOT_CONSUMED""]",00-0036972:qb_efficiency,,,,,,0.2599,,,False,R8,post_inactives,post_inactives_R8,research
2026_01_SF_LA,SF,Mac Jones,qb/ptd,0.08,0.0,0.0,0.0,0.0,0.0,,,,,,,,2026-09-11T00:13:09.885625Z,2026-09-11T00:08:49Z,12.46,True,"[{""contaminates_this_metric"": true, ""detail"": ""this board was sealed before official_inactive_ids reached the QB allocation, so an officially inactive quarterback may hold dropback share"", ""id"": ""QB_INACTIVE_NOT_CONSUMED""}]",V1_CANDIDATE_R8,5e70d8847e32c7ae,False,False,"[""MARKET_QUOTE_ABSENT"", ""KNOWN_DEFECT:QB_INACTIVE_NOT_CONSUMED""]",00-0036972:qb_efficiency,,,,,,0.3565,,,False,R8,post_inactives,post_inactives_R8,research
2026_01_SF_LA,SF,Mac Jones,qb/pyds,15.68,0.0,0.0,0.0,7.33,48.54,,,,,,,,2026-09-11T00:13:09.885625Z,2026-09-11T00:08:49Z,12.46,True,"[{""contaminates_this_metric"": true, ""detail"": ""this board was sealed before official_inactive_ids reached the QB allocation, so an officially inactive quarterback may hold dropback share"", ""id"": ""QB_INACTIVE_NOT_CONSUMED""}]",V1_CANDIDATE_R8,5e70d8847e32c7ae,False,False,"[""MARKET_QUOTE_ABSENT"", ""KNOWN_DEFECT:QB_INACTIVE_NOT_CONSUMED""]",00-0036972:qb_volume,,,,,,40.6694,,,False,R8,post_inactives,post_inactives_R8,research
2026_01_SF_LA,SF,Mac Jones,qb/rtd,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2026-09-11T00:13:09.885625Z,2026-09-11T00:08:49Z,12.46,True,"[{""contaminates_this_metric"": true, ""detail"": ""this board was sealed before official_inactive_ids reached the QB allocation, so an officially inactive quarterback may hold dropback share"", ""id"": ""QB_INACTIVE_NOT_CONSUMED""}]",V1_CANDIDATE_R8,5e70d8847e32c7ae,False,False,"[""MARKET_QUOTE_ABSENT"", ""KNOWN_DEFECT:QB_INACTIVE_NOT_CONSUMED""]",00-0036972:other,,,,,,0.0632,,,False,R8,post_inactives,post_inactives_R8,research
2026_01_SF_LA,SF,Mac Jones,qb/rush_opp,0.16,0.0,0.0,0.0,0.0,1.0,,,,,,,,2026-09-11T00:13:09.885625Z,2026-09-11T00:08:49Z,12.46,True,"[{""contaminates_this_metric"": true, ""detail"": ""this board was sealed before official_inactive_ids reached the QB allocation, so an officially inactive quarterback may hold dropback share"", ""id"": ""QB_INACTIVE_NOT_CONSUMED""}]",V1_CANDIDATE_R8,5e70d8847e32c7ae,False,False,"[""MARKET_QUOTE_ABSENT"", ""KNOWN_DEFECT:QB_INACTIVE_NOT_CONSUMED""]",00-0036972:other,,,,,,0.5716,,,False,R8,post_inactives,post_inactives_R8,research
2026_01_SF_LA,SF,Mac Jones,qb/ryds,0.64,0.0,0.0,0.0,0.0,0.0,,,,,,,,2026-09-11T00:13:09.885625Z,2026-09-11T00:08:49Z,12.46,True,"[{""contaminates_this_metric"": true, ""detail"": ""this board was sealed before official_inactive_ids reached the QB allocation, so an officially inactive quarterback may hold dropback share"", ""id"": ""QB_INACTIVE_NOT_CONSUMED""}]",V1_CANDIDATE_R8,5e70d8847e32c7ae,False,False,"[""MARKET_QUOTE_ABSENT"", ""KNOWN_DEFECT:QB_INACTIVE_NOT_CONSUMED""]",00-0036972:other,,,,,,2.799,,,False,R8,post_inactives,post_inactives_R8,research
2026_01_SF_LA,SF,Mac Jones,qb/sacks,0.14,0.0,0.0,0.0,0.0,0.0,,,,,,,,2026-09-11T00:13:09.885625Z,2026-09-11T00:08:49Z,12.46,True,"[{""contaminates_this_metric"": true, ""detail"": ""this board was sealed before official_inactive_ids reached the QB allocation, so an officially inactive quarterback may hold dropback share"", ""id"": ""QB_INACTIVE_NOT_CONSUMED""}]",V1_CANDIDATE_R8,5e70d8847e32c7ae,False,False,"[""MARKET_QUOTE_ABSENT"", ""KNOWN_DEFECT:QB_INACTIVE_NOT_CONSUMED""]",00-0036972:other,,,,,,0.4892,,,False,R8,post_inactives,post_inactives_R8,research
2026_01_SF_LA,SF,Mac Jones,qb/scr,0.08,0.0,0.0,0.0,0.0,0.0,,,,,,,,2026-09-11T00:13:09.885625Z,2026-09-11T00:08:49Z,12.46,True,"[{""contaminates_this_metric"": true, ""detail"": ""this board was sealed before official_inactive_ids reached the QB allocation, so an officially inactive quarterback may hold dropback share"", ""id"": ""QB_INACTIVE_NOT_CONSUMED""}]",V1_CANDIDATE_R8,5e70d8847e32c7ae,False,False,"[""MARKET_QUOTE_ABSENT"", ""KNOWN_DEFECT:QB_INACTIVE_NOT_CONSUMED""]",00-0036972:other,,,,,,0.3546,,,False,R8,post_inactives,post_inactives_R8,research
2026_01_SF_LA,SF,Adrian Martinez,qb/att,0.83,0.0,0.0,0.0,1.0,3.0,,,,,,,,2026-09-11T00:13:09.885625Z,2026-09-11T00:08:49Z,12.46,True,"[{""contaminates_this_metric"": true, ""detail"": ""this board was sealed before official_inactive_ids reached the QB allocation, so an officially inactive quarterback may hold dropback share"", ""id"": ""QB_INACTIVE_NOT_CONSUMED""}]",V1_CANDIDATE_R8,5e70d8847e32c7ae,False,False,"[""MARKET_QUOTE_ABSENT"", ""KNOWN_DEFECT:QB_INACTIVE_NOT_CONSUMED""]",00-0038658:qb_volume,,,,,,2.0722,,,False,R8,post_inactives,post_inactives_R8,research
2026_01_SF_LA,SF,Adrian Martinez,qb/cmp,0.57,0.0,0.0,0.0,0.0,2.0,,,,,,,,2026-09-11T00:13:09.885625Z,2026-09-11T00:08:49Z,12.46,True,"[{""contaminates_this_metric"": true, ""detail"": ""this board was sealed before official_inactive_ids reached the QB allocation, so an officially inactive quarterback may hold dropback share"", ""id"": ""QB_INACTIVE_NOT_CONSUMED""}]",V1_CANDIDATE_R8,5e70d8847e32c7ae,False,False,"[""MARKET_QUOTE_ABSENT"", ""KNOWN_DEFECT:QB_INACTIVE_NOT_CONSUMED""]",00-0038658:qb_volume,,,,,,1.5809,,,False,R8,post_inactives,post_inactives_R8,research
2026_01_SF_LA,SF,Adrian Martinez,qb/db,0.95,0.0,0.0,0.0,1.0,3.0,,,,,,,,2026-09-11T00:13:09.885625Z,2026-09-11T00:08:49Z,12.46,True,"[{""contaminates_this_metric"": true, ""detail"": ""this board was sealed before official_inactive_ids reached the QB allocation, so an officially inactive quarterback may hold dropback share"", ""id"": ""QB_INACTIVE_NOT_CONSUMED""}]",V1_CANDIDATE_R8,5e70d8847e32c7ae,False,False,"[""MARKET_QUOTE_ABSENT"", ""KNOWN_DEFECT:QB_INACTIVE_NOT_CONSUMED""]",00-0038658:qb_volume,,,,,,2.3187,,,False,R8,post_inactives,post_inactives_R8,research
2026_01_SF_LA,SF,Adrian Martinez,qb/int,0.03,0.0,0.0,0.0,0.0,0.0,,,,,,,,2026-09-11T00:13:09.885625Z,2026-09-11T00:08:49Z,12.46,True,"[{""contaminates_this_metric"": true, ""detail"": ""this board was sealed before official_inactive_ids reached the QB allocation, so an officially inactive quarterback may hold dropback share"", ""id"": ""QB_INACTIVE_NOT_CONSUMED""}]",V1_CANDIDATE_R8,5e70d8847e32c7ae,False,False,"[""MARKET_QUOTE_ABSENT"", ""KNOWN_DEFECT:QB_INACTIVE_NOT_CONSUMED""]",00-0038658:qb_efficiency,,,,,,0.171,,,False,R8,post_inactives,post_inactives_R8,research
2026_01_SF_LA,SF,Adrian Martinez,qb/ptd,0.03,0.0,0.0,0.0,0.0,0.0,,,,,,,,2026-09-11T00:13:09.885625Z,2026-09-11T00:08:49Z,12.46,True,"[{""contaminates_this_metric"": true, ""detail"": ""this board was sealed before official_inactive_ids reached the QB allocation, so an officially inactive quarterback may hold dropback share"", ""id"": ""QB_INACTIVE_NOT_CONSUMED""}]",V1_CANDIDATE_R8,5e70d8847e32c7ae,False,False,"[""MARKET_QUOTE_ABSENT"", ""KNOWN_DEFECT:QB_INACTIVE_NOT_CONSUMED""]",00-0038658:qb_efficiency,,,,,,0.1999,,,False,R8,post_inactives,post_inactives_R8,research
2026_01_SF_LA,SF,Adrian Martinez,qb/pyds,6.58,0.0,0.0,0.0,4.5,21.0,,,,,,,,2026-09-11T00:13:09.885625Z,2026-09-11T00:08:49Z,12.46,True,"[{""contaminates_this_metric"": true, ""detail"": ""this board was sealed before official_inactive_ids reached the QB allocation, so an officially inactive quarterback may hold dropback share"", ""id"": ""QB_INACTIVE_NOT_CONSUMED""}]",V1_CANDIDATE_R8,5e70d8847e32c7ae,False,False,"[""MARKET_QUOTE_ABSENT"", ""KNOWN_DEFECT:QB_INACTIVE_NOT_CONSUMED""]",00-0038658:qb_volume,,,,,,17.4065,,,False,R8,post_inactives,post_inactives_R8,research
