player,team,position,market,line,over_odds,under_odds,is_main_line,status,push_rule,model_mean,model_median,model_p_over,model_p_under,model_p_push,model_mcse_over,model_mcse_under,market_raw_p_over,market_raw_p_under,market_hold,market_novig_p_over,market_novig_p_under,edge_over,edge_under,ev_over,ev_under,simulation_draws,model_source_arrays,gsis_id,line_timestamp_utc,forecast_identity,market_snapshot_identity,support_status,refusal_reason
Dalton Kincaid,BUF,TE,Player Longest Reception,21.5,-115,-115,True,open_two_sided,"no push, half-point line",,,,,,,,0.5348837209302325,0.5348837209302325,0.06976744186046502,0.5,0.5,,,,,,,,2026-09-17T21:21:15.153191Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,MODEL_STAT_NOT_AVAILABLE,"settles on the MAXIMUM single reception. The sealed world holds per-game receiving totals and per-catch atoms are not exported in this artifact, so a maximum cannot be recovered from a sum."
Isaac TeSlaa,DET,WR,Player Longest Reception,13.5,-115,-115,True,open_two_sided,"no push, half-point line",,,,,,,,0.5348837209302325,0.5348837209302325,0.06976744186046502,0.5,0.5,,,,,,,,2026-09-17T21:37:58.207954Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,MODEL_STAT_NOT_AVAILABLE,"settles on the MAXIMUM single reception. The sealed world holds per-game receiving totals and per-catch atoms are not exported in this artifact, so a maximum cannot be recovered from a sum."
Jahmyr Gibbs,DET,RB,Player Longest Reception,13.5,-110,-120,True,open_two_sided,"no push, half-point line",,,,,,,,0.5238095238095238,0.5454545454545454,0.06926406926406914,0.48987854251012153,0.5101214574898786,,,,,,,,2026-09-17T19:42:59.292782Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,MODEL_STAT_NOT_AVAILABLE,"settles on the MAXIMUM single reception. The sealed world holds per-game receiving totals and per-catch atoms are not exported in this artifact, so a maximum cannot be recovered from a sum."
Jameson Williams,DET,WR,Player Longest Reception,25.5,-115,-115,True,open_two_sided,"no push, half-point line",,,,,,,,0.5348837209302325,0.5348837209302325,0.06976744186046502,0.5,0.5,,,,,,,,2026-09-17T20:34:42.811822Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,MODEL_STAT_NOT_AVAILABLE,"settles on the MAXIMUM single reception. The sealed world holds per-game receiving totals and per-catch atoms are not exported in this artifact, so a maximum cannot be recovered from a sum."
Khalil Shakir,BUF,WR,Player Longest Reception,18.5,-110,-120,True,open_two_sided,"no push, half-point line",,,,,,,,0.5238095238095238,0.5454545454545454,0.06926406926406914,0.48987854251012153,0.5101214574898786,,,,,,,,2026-09-17T15:23:40.526596Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,MODEL_STAT_NOT_AVAILABLE,"settles on the MAXIMUM single reception. The sealed world holds per-game receiving totals and per-catch atoms are not exported in this artifact, so a maximum cannot be recovered from a sum."
Sam LaPorta,DET,TE,Player Longest Reception,18.5,-115,-115,True,open_two_sided,"no push, half-point line",,,,,,,,0.5348837209302325,0.5348837209302325,0.06976744186046502,0.5,0.5,,,,,,,,2026-09-17T20:50:42.825979Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,MODEL_STAT_NOT_AVAILABLE,"settles on the MAXIMUM single reception. The sealed world holds per-game receiving totals and per-catch atoms are not exported in this artifact, so a maximum cannot be recovered from a sum."
Jahmyr Gibbs,DET,RB,Player Longest Rush,19.5,-120,-110,True,open_two_sided,"no push, half-point line",,,,,,,,0.5454545454545454,0.5238095238095238,0.06926406926406914,0.5101214574898786,0.48987854251012153,,,,,,,,2026-09-17T20:22:27.145361Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,MODEL_STAT_NOT_AVAILABLE,settles on the maximum single carry; the sealed world holds per-game rushing totals only.
Josh Allen,BUF,QB,Player Longest Rush,13.5,-120,-110,True,open_two_sided,"no push, half-point line",,,,,,,,0.5454545454545454,0.5238095238095238,0.06926406926406914,0.5101214574898786,0.48987854251012153,,,,,,,,2026-09-17T21:16:13.546776Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,MODEL_STAT_NOT_AVAILABLE,settles on the maximum single carry; the sealed world holds per-game rushing totals only.
Jared Goff,DET,QB,Player Passing Attempts,36.5,-105,-125,True,open_two_sided,"no push, half-point line",30.67475,32.0,0.258125,0.741875,0.0,0.004892551537477659,0.004892551537477659,0.5121951219512195,0.5555555555555556,0.0677506775067751,0.4796954314720812,0.5203045685279188,-0.22157043147208122,0.2215704314720811,-0.4960416666666667,0.335375,8000,qb/att,00-0033106,2026-09-17T21:43:28.420272Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Josh Allen,BUF,QB,Player Passing Attempts,31.5,-105,-125,True,open_two_sided,"no push, half-point line",29.163125,30.0,0.43175,0.56825,0.0,0.005537846349213745,0.005537846349213745,0.5121951219512195,0.5555555555555556,0.0677506775067751,0.4796954314720812,0.5203045685279188,-0.04794543147208119,0.04794543147208119,-0.15705952380952376,0.022850000000000092,8000,qb/att,00-0034857,2026-09-17T21:24:19.064725Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Jared Goff,DET,QB,Player Passing Completions,23.5,-130,100,True,open_two_sided,"no push, half-point line",20.81825,21.0,0.37,0.63,0.0,0.0053979162646339745,0.0053979162646339745,0.5652173913043478,0.5,0.06521739130434767,0.5306122448979592,0.4693877551020409,-0.16061224489795922,0.1606122448979591,-0.3453846153846154,0.26,8000,qb/cmp,00-0033106,2026-09-17T19:02:58.590936Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Josh Allen,BUF,QB,Player Passing Completions,20.5,-125,-105,True,open_two_sided,"no push, half-point line",19.31175,20.0,0.453625,0.546375,0.0,0.0055660731150313685,0.0055660731150313685,0.5555555555555556,0.5121951219512195,0.0677506775067751,0.5203045685279188,0.4796954314720812,-0.06667956852791884,0.06667956852791884,-0.18347500000000005,0.0667321428571429,8000,qb/cmp,00-0034857,2026-09-17T16:12:27.621014Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Jared Goff,DET,QB,Player Passing Touchdowns,0.5,-1000,,False,open_one_sided_over,"no push, half-point line",1.451625,1.0,0.7305,0.2695,0.0,0.004960717564022366,0.004960717564022366,0.9090909090909091,,,,,,,-0.19644999999999996,,8000,qb/ptd,00-0033106,2026-09-17T18:51:43.120237Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,ONE_SIDED_MARKET,"only one side is priced. A no-vig probability is the normalisation of a PAIR; with one price there is no margin to remove, and reporting the raw implied probability as no-vig would overstate the book by the whole hold."
Jared Goff,DET,QB,Player Passing Touchdowns,1.5,-150,115,True,open_two_sided,"no push, half-point line",1.451625,1.0,0.426,0.574,0.0,0.00552860741959492,0.00552860741959492,0.6,0.46511627906976744,0.06511627906976747,0.5633187772925764,0.43668122270742354,-0.1373187772925764,0.1373187772925764,-0.2900000000000001,0.23409999999999986,8000,qb/ptd,00-0033106,2026-09-17T18:51:43.120237Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Jared Goff,DET,QB,Player Passing Touchdowns,2.5,240,,False,open_one_sided_over,"no push, half-point line",1.451625,1.0,0.19475,0.80525,0.0,0.004427505470070026,0.004427505470070025,0.29411764705882354,,,,,,,-0.33785000000000004,,8000,qb/ptd,00-0033106,2026-09-17T18:51:43.120237Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,ONE_SIDED_MARKET,"only one side is priced. A no-vig probability is the normalisation of a PAIR; with one price there is no margin to remove, and reporting the raw implied probability as no-vig would overstate the book by the whole hold."
Jared Goff,DET,QB,Player Passing Touchdowns,3.5,750,,False,open_one_sided_over,"no push, half-point line",1.451625,1.0,0.071875,0.928125,0.0,0.0028876674058615198,0.00288766740586152,0.11764705882352941,,,,,,,-0.3890625,,8000,qb/ptd,00-0033106,2026-09-17T20:11:56.892796Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,ONE_SIDED_MARKET,"only one side is priced. A no-vig probability is the normalisation of a PAIR; with one price there is no margin to remove, and reporting the raw implied probability as no-vig would overstate the book by the whole hold."
Josh Allen,BUF,QB,Player Passing Touchdowns,0.5,-1600,,False,open_one_sided_over,"no push, half-point line",1.37475,1.0,0.7055,0.2945,0.0,0.005096196498370132,0.005096196498370132,0.9411764705882353,,,,,,,-0.25040625,,8000,qb/ptd,00-0034857,2026-09-17T15:45:30.303707Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,ONE_SIDED_MARKET,"only one side is priced. A no-vig probability is the normalisation of a PAIR; with one price there is no margin to remove, and reporting the raw implied probability as no-vig would overstate the book by the whole hold."
Josh Allen,BUF,QB,Player Passing Touchdowns,1.5,-200,145,True,open_two_sided,"no push, half-point line",1.37475,1.0,0.399625,0.600375,0.0,0.005476368086777495,0.005476368086777495,0.6666666666666666,0.40816326530612246,0.07482993197278898,0.6202531645569621,0.37974683544303806,-0.2206281645569621,0.22062816455696194,-0.4005625,0.47091874999999994,8000,qb/ptd,00-0034857,2026-09-17T18:41:58.009612Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Josh Allen,BUF,QB,Player Passing Touchdowns,2.5,180,,False,open_one_sided_over,"no push, half-point line",1.37475,1.0,0.177875,0.822125,0.0,0.00427544565476805,0.00427544565476805,0.35714285714285715,,,,,,,-0.5019499999999999,,8000,qb/ptd,00-0034857,2026-09-17T15:45:30.303707Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,ONE_SIDED_MARKET,"only one side is priced. A no-vig probability is the normalisation of a PAIR; with one price there is no margin to remove, and reporting the raw implied probability as no-vig would overstate the book by the whole hold."
Josh Allen,BUF,QB,Player Passing Touchdowns,3.5,575,,False,open_one_sided_over,"no push, half-point line",1.37475,1.0,0.064,0.936,0.0,0.0027364210202379313,0.00273642102023793,0.14814814814814814,,,,,,,-0.568,,8000,qb/ptd,00-0034857,2026-09-17T18:53:45.281599Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,ONE_SIDED_MARKET,"only one side is priced. A no-vig probability is the normalisation of a PAIR; with one price there is no margin to remove, and reporting the raw implied probability as no-vig would overstate the book by the whole hold."
Jared Goff,DET,QB,Player Passing Yards,140.5,,2250,False,open_one_sided_under,"no push, half-point line",241.4756765804652,242.83482142857142,0.859625,0.140375,0.0,0.003883778111822945,0.0038837781118229446,,0.0425531914893617,,,,,,,2.2988125,8000,qb/pyds,00-0033106,2026-09-17T19:54:22.478961Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,ONE_SIDED_MARKET,"only one side is priced. A no-vig probability is the normalisation of a PAIR; with one price there is no margin to remove, and reporting the raw implied probability as no-vig would overstate the book by the whole hold."
Jared Goff,DET,QB,Player Passing Yards,149.5,-7000,1600,False,open_two_sided,"no push, half-point line",241.4756765804652,242.83482142857142,0.842,0.157875,0.000125,0.004077928395644043,0.004076617537478222,0.9859154929577465,0.058823529411764705,0.04473902236951122,0.943695479777954,0.05630452022204599,-0.10169547977795401,0.101570479777954,-0.14584642857142863,1.6839999999999997,8000,qb/pyds,00-0033106,2026-09-17T21:32:13.426505Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Jared Goff,DET,QB,Player Passing Yards,150.5,-7000,1500,False,open_two_sided,"no push, half-point line",241.4756765804652,242.83482142857142,0.83925,0.16075,0.0,0.004106541085573112,0.004106541085573113,0.9859154929577465,0.0625,0.0484154929577465,0.9403862300587741,0.05961376994122586,-0.10113623005877403,0.10113623005877415,-0.14876071428571425,1.5719999999999998,8000,qb/pyds,00-0033106,2026-09-17T21:32:13.426505Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Jared Goff,DET,QB,Player Passing Yards,160.5,-5000,1100,False,open_two_sided,"no push, half-point line",241.4756765804652,242.83482142857142,0.81275,0.18725,0.0,0.00436158568498889,0.004361585684988889,0.9803921568627451,0.08333333333333333,0.06372549019607843,0.9216589861751152,0.07834101382488479,-0.10890898617511524,0.10890898617511521,-0.17099500000000004,1.2470000000000003,8000,qb/pyds,00-0033106,2026-09-17T19:54:22.478961Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Jared Goff,DET,QB,Player Passing Yards,170.5,-2500,800,False,open_two_sided,"no push, half-point line",241.4756765804652,242.83482142857142,0.78425,0.21575,0.0,0.004598939245902255,0.004598939245902255,0.9615384615384616,0.1111111111111111,0.07264957264957261,0.8964143426294822,0.10358565737051792,-0.11216434262948216,0.11216434262948208,-0.18438,0.94175,8000,qb/pyds,00-0033106,2026-09-17T19:54:22.478961Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Jared Goff,DET,QB,Player Passing Yards,174.5,-2000,700,False,open_two_sided,"no push, half-point line",241.4756765804652,242.83482142857142,0.774375,0.225625,0.0,0.004673306636833817,0.004673306636833817,0.9523809523809523,0.125,0.07738095238095233,0.8839779005524862,0.11602209944751382,-0.10960290055248612,0.10960290055248617,-0.18690624999999997,0.8049999999999999,8000,qb/pyds,00-0033106,2026-09-17T21:32:13.426505Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Jared Goff,DET,QB,Player Passing Yards,180.5,-1500,600,False,open_two_sided,"no push, half-point line",241.4756765804652,242.83482142857142,0.757,0.243,0.0,0.004795192905400157,0.004795192905400157,0.9375,0.14285714285714285,0.0803571428571428,0.8677685950413223,0.1322314049586777,-0.1107685950413223,0.1107685950413223,-0.19253333333333333,0.701,8000,qb/pyds,00-0033106,2026-09-17T19:54:22.478961Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Jared Goff,DET,QB,Player Passing Yards,190.5,-950,475,False,open_two_sided,"no push, half-point line",241.4756765804652,242.83482142857142,0.722125,0.277875,0.0,0.005008249249675479,0.005008249249675479,0.9047619047619048,0.17391304347826086,0.07867494824016563,0.8387715930902111,0.16122840690978887,-0.11664659309021108,0.11664659309021111,-0.20186184210526315,0.5977812499999998,8000,qb/pyds,00-0033106,2026-09-17T19:54:22.478961Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Jared Goff,DET,QB,Player Passing Yards,199.5,-650,375,False,open_two_sided,"no push, half-point line",241.4756765804652,242.83482142857142,0.6865,0.3135,0.0,0.005186734883334602,0.005186734883334602,0.8666666666666667,0.21052631578947367,0.07719298245614037,0.8045602605863192,0.19543973941368076,-0.11806026058631924,0.11806026058631924,-0.2078846153846154,0.4891249999999999,8000,qb/pyds,00-0033106,2026-09-17T18:23:29.783711Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Jared Goff,DET,QB,Player Passing Yards,200.5,-600,375,False,open_two_sided,"no push, half-point line",241.4756765804652,242.83482142857142,0.68275,0.31725,0.0,0.005203393574149471,0.00520339357414947,0.8571428571428571,0.21052631578947367,0.06766917293233066,0.8028169014084507,0.1971830985915493,-0.12006690140845078,0.12006690140845067,-0.20345833333333338,0.5069375,8000,qb/pyds,00-0033106,2026-09-17T21:32:13.426505Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Jared Goff,DET,QB,Player Passing Yards,210.5,-450,275,False,open_two_sided,"no push, half-point line",241.4756765804652,242.83482142857142,0.642875,0.357125,0.0,0.005357083329282362,0.005357083329282362,0.8181818181818182,0.26666666666666666,0.08484848484848495,0.7541899441340781,0.24581005586592175,-0.11131494413407816,0.11131494413407828,-0.21426388888888892,0.3392187500000001,8000,qb/pyds,00-0033106,2026-09-17T19:54:22.478961Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Jared Goff,DET,QB,Player Passing Yards,220.5,-325,220,False,open_two_sided,"no push, half-point line",241.4756765804652,242.83482142857142,0.5985,0.401375,0.000125,0.005480622113410119,0.005480341109080255,0.7647058823529411,0.3125,0.07720588235294112,0.7098976109215017,0.29010238907849834,-0.11139761092150169,0.11127261092150165,-0.2172211538461538,0.28452500000000014,8000,qb/pyds,00-0033106,2026-09-17T19:54:22.478961Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Jared Goff,DET,QB,Player Passing Yards,224.5,-300,200,False,open_two_sided,"no push, half-point line",241.4756765804652,242.83482142857142,0.582875,0.417125,0.0,0.005512845616999899,0.0055128456169999,0.75,0.3333333333333333,0.08333333333333326,0.6923076923076924,0.3076923076923077,-0.10943269230769237,0.10943269230769231,-0.2228333333333333,0.251375,8000,qb/pyds,00-0033106,2026-09-17T21:32:13.426505Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Jared Goff,DET,QB,Player Passing Yards,230.5,-250,175,False,open_two_sided,"no push, half-point line",241.4756765804652,242.83482142857142,0.55325,0.44675,0.0,0.005558376983211916,0.005558376983211916,0.7142857142857143,0.36363636363636365,0.07792207792207795,0.6626506024096386,0.3373493975903614,-0.10940060240963856,0.10940060240963856,-0.22544999999999996,0.2285625,8000,qb/pyds,00-0033106,2026-09-17T19:54:22.478961Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Jared Goff,DET,QB,Player Passing Yards,240.5,-190,135,False,open_two_sided,"no push, half-point line",241.4756765804652,242.83482142857142,0.509,0.491,0.0,0.005589264262852491,0.005589264262852491,0.6551724137931034,0.425531914893617,0.0807043286867204,0.606245756958588,0.3937542430414121,-0.09724575695858795,0.09724575695858789,-0.22310526315789475,0.15385000000000004,8000,qb/pyds,00-0033106,2026-09-17T21:32:13.426505Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Jared Goff,DET,QB,Player Passing Yards,249.5,-155,110,False,open_two_sided,"no push, half-point line",241.4756765804652,242.83482142857142,0.46875,0.53125,0.0,0.005579240959799101,0.005579240959799101,0.6078431372549019,0.47619047619047616,0.08403361344537807,0.5607235142118863,0.4392764857881137,-0.09197351421188626,0.09197351421188632,-0.2288306451612903,0.11562500000000009,8000,qb/pyds,00-0033106,2026-09-17T19:53:48.338971Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
