player,team,position,market,line,over_odds,under_odds,is_main_line,status,push_rule,model_mean,model_median,model_p_over,model_p_under,model_p_push,model_mcse_over,model_mcse_under,market_raw_p_over,market_raw_p_under,market_hold,market_novig_p_over,market_novig_p_under,edge_over,edge_under,ev_over,ev_under,simulation_draws,model_source_arrays,gsis_id,line_timestamp_utc,forecast_identity,market_snapshot_identity,support_status,refusal_reason
Dalton Kincaid,BUF,TE,Player Longest Reception,21.5,-115,-115,True,open_two_sided,"no push, half-point line",,,,,,,,0.5348837209302325,0.5348837209302325,0.06976744186046502,0.5,0.5,,,,,,,,2026-09-17T21:21:15.153191Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,MODEL_STAT_NOT_AVAILABLE,"settles on the MAXIMUM single reception. The sealed world holds per-game receiving totals and per-catch atoms are not exported in this artifact, so a maximum cannot be recovered from a sum."
Isaac TeSlaa,DET,WR,Player Longest Reception,13.5,-115,-115,True,open_two_sided,"no push, half-point line",,,,,,,,0.5348837209302325,0.5348837209302325,0.06976744186046502,0.5,0.5,,,,,,,,2026-09-17T21:37:58.207954Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,MODEL_STAT_NOT_AVAILABLE,"settles on the MAXIMUM single reception. The sealed world holds per-game receiving totals and per-catch atoms are not exported in this artifact, so a maximum cannot be recovered from a sum."
Jahmyr Gibbs,DET,RB,Player Longest Reception,13.5,-110,-120,True,open_two_sided,"no push, half-point line",,,,,,,,0.5238095238095238,0.5454545454545454,0.06926406926406914,0.48987854251012153,0.5101214574898786,,,,,,,,2026-09-17T19:42:59.292782Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,MODEL_STAT_NOT_AVAILABLE,"settles on the MAXIMUM single reception. The sealed world holds per-game receiving totals and per-catch atoms are not exported in this artifact, so a maximum cannot be recovered from a sum."
Jameson Williams,DET,WR,Player Longest Reception,25.5,-115,-115,True,open_two_sided,"no push, half-point line",,,,,,,,0.5348837209302325,0.5348837209302325,0.06976744186046502,0.5,0.5,,,,,,,,2026-09-17T20:34:42.811822Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,MODEL_STAT_NOT_AVAILABLE,"settles on the MAXIMUM single reception. The sealed world holds per-game receiving totals and per-catch atoms are not exported in this artifact, so a maximum cannot be recovered from a sum."
Khalil Shakir,BUF,WR,Player Longest Reception,18.5,-110,-120,True,open_two_sided,"no push, half-point line",,,,,,,,0.5238095238095238,0.5454545454545454,0.06926406926406914,0.48987854251012153,0.5101214574898786,,,,,,,,2026-09-17T15:23:40.526596Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,MODEL_STAT_NOT_AVAILABLE,"settles on the MAXIMUM single reception. The sealed world holds per-game receiving totals and per-catch atoms are not exported in this artifact, so a maximum cannot be recovered from a sum."
Sam LaPorta,DET,TE,Player Longest Reception,18.5,-115,-115,True,open_two_sided,"no push, half-point line",,,,,,,,0.5348837209302325,0.5348837209302325,0.06976744186046502,0.5,0.5,,,,,,,,2026-09-17T20:50:42.825979Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,MODEL_STAT_NOT_AVAILABLE,"settles on the MAXIMUM single reception. The sealed world holds per-game receiving totals and per-catch atoms are not exported in this artifact, so a maximum cannot be recovered from a sum."
Jahmyr Gibbs,DET,RB,Player Longest Rush,19.5,-120,-110,True,open_two_sided,"no push, half-point line",,,,,,,,0.5454545454545454,0.5238095238095238,0.06926406926406914,0.5101214574898786,0.48987854251012153,,,,,,,,2026-09-17T20:22:27.145361Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,MODEL_STAT_NOT_AVAILABLE,settles on the maximum single carry; the sealed world holds per-game rushing totals only.
Josh Allen,BUF,QB,Player Longest Rush,13.5,-120,-110,True,open_two_sided,"no push, half-point line",,,,,,,,0.5454545454545454,0.5238095238095238,0.06926406926406914,0.5101214574898786,0.48987854251012153,,,,,,,,2026-09-17T21:16:13.546776Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,MODEL_STAT_NOT_AVAILABLE,settles on the maximum single carry; the sealed world holds per-game rushing totals only.
Jared Goff,DET,QB,Player Passing Attempts,36.5,-105,-125,True,open_two_sided,"no push, half-point line",30.67475,32.0,0.258125,0.741875,0.0,0.004892551537477659,0.004892551537477659,0.5121951219512195,0.5555555555555556,0.0677506775067751,0.4796954314720812,0.5203045685279188,-0.22157043147208122,0.2215704314720811,-0.4960416666666667,0.335375,8000,qb/att,00-0033106,2026-09-17T21:43:28.420272Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Josh Allen,BUF,QB,Player Passing Attempts,31.5,-105,-125,True,open_two_sided,"no push, half-point line",29.163125,30.0,0.43175,0.56825,0.0,0.005537846349213745,0.005537846349213745,0.5121951219512195,0.5555555555555556,0.0677506775067751,0.4796954314720812,0.5203045685279188,-0.04794543147208119,0.04794543147208119,-0.15705952380952376,0.022850000000000092,8000,qb/att,00-0034857,2026-09-17T21:24:19.064725Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Jared Goff,DET,QB,Player Passing Completions,23.5,-130,100,True,open_two_sided,"no push, half-point line",20.81825,21.0,0.37,0.63,0.0,0.0053979162646339745,0.0053979162646339745,0.5652173913043478,0.5,0.06521739130434767,0.5306122448979592,0.4693877551020409,-0.16061224489795922,0.1606122448979591,-0.3453846153846154,0.26,8000,qb/cmp,00-0033106,2026-09-17T19:02:58.590936Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Josh Allen,BUF,QB,Player Passing Completions,20.5,-125,-105,True,open_two_sided,"no push, half-point line",19.31175,20.0,0.453625,0.546375,0.0,0.0055660731150313685,0.0055660731150313685,0.5555555555555556,0.5121951219512195,0.0677506775067751,0.5203045685279188,0.4796954314720812,-0.06667956852791884,0.06667956852791884,-0.18347500000000005,0.0667321428571429,8000,qb/cmp,00-0034857,2026-09-17T16:12:27.621014Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Jared Goff,DET,QB,Player Passing Touchdowns,1.5,-150,115,True,open_two_sided,"no push, half-point line",1.451625,1.0,0.426,0.574,0.0,0.00552860741959492,0.00552860741959492,0.6,0.46511627906976744,0.06511627906976747,0.5633187772925764,0.43668122270742354,-0.1373187772925764,0.1373187772925764,-0.2900000000000001,0.23409999999999986,8000,qb/ptd,00-0033106,2026-09-17T18:51:43.120237Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Josh Allen,BUF,QB,Player Passing Touchdowns,1.5,-200,145,True,open_two_sided,"no push, half-point line",1.37475,1.0,0.399625,0.600375,0.0,0.005476368086777495,0.005476368086777495,0.6666666666666666,0.40816326530612246,0.07482993197278898,0.6202531645569621,0.37974683544303806,-0.2206281645569621,0.22062816455696194,-0.4005625,0.47091874999999994,8000,qb/ptd,00-0034857,2026-09-17T18:41:58.009612Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Jared Goff,DET,QB,Player Passing Yards,260.5,-115,-115,True,open_two_sided,"no push, half-point line",241.4756765804652,242.83482142857142,0.423375,0.576625,0.0,0.0055241357850685565,0.0055241357850685565,0.5348837209302325,0.5348837209302325,0.06976744186046502,0.5,0.5,-0.076625,0.07662500000000005,-0.2084728260869565,0.07803804347826093,8000,qb/pyds,00-0033106,2026-09-17T19:54:22.478961Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Josh Allen,BUF,QB,Player Passing Yards,255.5,-115,-115,True,open_two_sided,"no push, half-point line",224.30539029514352,224.0,0.37525,0.624625,0.000125,0.005413379691791441,0.005413739573702728,0.5348837209302325,0.5348837209302325,0.06976744186046502,0.5,0.5,-0.12475000000000003,0.12462499999999999,-0.29832065217391307,0.16790217391304346,8000,qb/pyds,00-0034857,2026-09-17T21:35:58.607610Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Amon-Ra St. Brown,DET,WR,Player Receiving Yards,80.5,-120,-110,True,open_two_sided,"no push, half-point line",77.2945,70.0,0.408875,0.591125,0.0,0.005496547033990977,0.005496547033990977,0.5454545454545454,0.5238095238095238,0.06926406926406914,0.5101214574898786,0.48987854251012153,-0.1012464574898786,0.10124645748987848,-0.2503958333333333,0.12851136363636362,8000,receiving/receiving_yards,00-0036963,2026-09-17T21:33:43.815319Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Brock Wright,DET,TE,Player Receiving Yards,5.5,-120,-110,True,open_two_sided,"no push, half-point line",14.5695,8.0,0.54575,0.45425,0.0,0.005566719607407939,0.005566719607407939,0.5454545454545454,0.5238095238095238,0.06926406926406914,0.5101214574898786,0.48987854251012153,0.035628542510121375,-0.03562854251012154,0.000541666666666607,-0.13279545454545455,8000,receiving/receiving_yards,00-0036754,2026-09-17T20:47:27.351707Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
DJ Moore,BUF,WR,Player Receiving Yards,65.5,-115,-115,True,open_two_sided,"no push, half-point line",37.615875,28.0,0.19475,0.80525,0.0,0.004427505470070026,0.004427505470070025,0.5348837209302325,0.5348837209302325,0.06976744186046502,0.5,0.5,-0.30525,0.30525,-0.6359021739130435,0.5054673913043478,8000,receiving/receiving_yards,00-0034827,2026-09-17T20:18:14.554565Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Dalton Kincaid,BUF,TE,Player Receiving Yards,53.5,-115,-115,True,open_two_sided,"no push, half-point line",24.77075,17.0,0.149125,0.850875,0.0,0.003982567236955957,0.003982567236955956,0.5348837209302325,0.5348837209302325,0.06976744186046502,0.5,0.5,-0.350875,0.35087500000000005,-0.7212010869565217,0.5907663043478262,8000,receiving/receiving_yards,00-0038933,2026-09-17T18:08:13.183965Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Dawson Knox,BUF,TE,Player Receiving Yards,12.5,-120,-110,True,open_two_sided,"no push, half-point line",20.586625,10.0,0.463375,0.536625,0.0,0.005575152569380949,0.005575152569380949,0.5454545454545454,0.5238095238095238,0.06926406926406914,0.5101214574898786,0.48987854251012153,-0.0467464574898786,0.04674645748987849,-0.15047916666666666,0.02446590909090912,8000,receiving/receiving_yards,00-0035689,2026-09-17T21:21:43.484036Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Isaac TeSlaa,DET,WR,Player Receiving Yards,17.5,-115,-115,True,open_two_sided,"no push, half-point line",16.758125,4.0,0.34425,0.65575,0.0,0.005312037479865895,0.005312037479865894,0.5348837209302325,0.5348837209302325,0.06976744186046502,0.5,0.5,-0.15575,0.15575000000000006,-0.3564021739130435,0.22596739130434795,8000,receiving/receiving_yards,00-0040669,2026-09-17T15:48:15.553701Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Jahmyr Gibbs,DET,RB,Player Receiving Yards,31.5,-115,-115,True,open_two_sided,"no push, half-point line",27.130125,22.0,0.347,0.653,0.0,0.00532201794435156,0.00532201794435156,0.5348837209302325,0.5348837209302325,0.06976744186046502,0.5,0.5,-0.15300000000000002,0.15300000000000002,-0.35126086956521746,0.22082608695652173,8000,receiving/receiving_yards,00-0039139,2026-09-17T21:00:58.499602Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
James Cook,BUF,RB,Player Receiving Yards,18.5,-120,-110,True,open_two_sided,"no push, half-point line",10.845875,0.0,0.21125,0.78875,0.0,0.004563762667744676,0.004563762667744676,0.5454545454545454,0.5238095238095238,0.06926406926406914,0.5101214574898786,0.48987854251012153,-0.2988714574898786,0.2988714574898784,-0.6127083333333334,0.5057954545454544,8000,receiving/receiving_yards,00-0037248,2026-09-17T21:23:31.087511Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Jameson Williams,DET,WR,Player Receiving Yards,59.5,-115,-115,True,open_two_sided,"no push, half-point line",53.1105,43.0,0.3635,0.6365,0.0,0.005377821933645628,0.005377821933645628,0.5348837209302325,0.5348837209302325,0.06976744186046502,0.5,0.5,-0.1365,0.13649999999999995,-0.32041304347826094,0.18997826086956515,8000,receiving/receiving_yards,00-0037240,2026-09-17T19:24:28.790029Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Joshua Palmer,BUF,WR,Player Receiving Yards,11.5,-115,-115,True,open_two_sided,"no push, half-point line",,,,,,,,0.5348837209302325,0.5348837209302325,0.06976744186046502,0.5,0.5,,,,,,,,2026-09-17T21:29:44.492480Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,PLAYER_NOT_IN_MODEL_UNIVERSE,'Joshua Palmer' has no row in any layer of the sealed draws and no entry in the board's 29-player universe
Keon Coleman,BUF,WR,Player Receiving Yards,14.5,-115,-115,True,open_two_sided,"no push, half-point line",28.587625,17.0,0.52525,0.47475,0.0,0.005583037227844715,0.005583037227844715,0.5348837209302325,0.5348837209302325,0.06976744186046502,0.5,0.5,0.025249999999999995,-0.025249999999999995,-0.018010869565217413,-0.11242391304347826,8000,receiving/receiving_yards,00-0039901,2026-09-17T16:33:27.313339Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Khalil Shakir,BUF,WR,Player Receiving Yards,44.5,-115,-115,True,open_two_sided,"no push, half-point line",48.648,39.0,0.452375,0.547625,0.0,0.005564753581415354,0.005564753581415353,0.5348837209302325,0.5348837209302325,0.06976744186046502,0.5,0.5,-0.04762499999999997,0.04762500000000003,-0.15425543478260872,0.023820652173913104,8000,receiving/receiving_yards,00-0037261,2026-09-17T16:34:27.565818Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Sam LaPorta,DET,TE,Player Receiving Yards,46.5,-115,-115,True,open_two_sided,"no push, half-point line",40.89075,35.0,0.364375,0.635625,0.0,0.0053805884828590075,0.0053805884828590075,0.5348837209302325,0.5348837209302325,0.06976744186046502,0.5,0.5,-0.135625,0.135625,-0.3187771739130435,0.18834239130434782,8000,receiving/receiving_yards,00-0039065,2026-09-17T15:23:40.526596Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Amon-Ra St. Brown,DET,WR,Player Receptions,7.5,-110,-120,True,open_two_sided,"no push, half-point line",6.735875,6.0,0.366875,0.633125,0.0,0.005388387216679495,0.005388387216679495,0.5238095238095238,0.5454545454545454,0.06926406926406914,0.48987854251012153,0.5101214574898786,-0.12300354251012152,0.12300354251012147,-0.2996022727272727,0.1607291666666668,8000,receiving/receptions,00-0036963,2026-09-17T16:35:12.102839Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
DJ Moore,BUF,WR,Player Receptions,4.5,-115,-115,True,open_two_sided,"no push, half-point line",2.816125,2.0,0.2105,0.7895,0.0,0.004557819517049792,0.004557819517049792,0.5348837209302325,0.5348837209302325,0.06976744186046502,0.5,0.5,-0.2895,0.2895,-0.6064565217391304,0.4760217391304348,8000,receiving/receptions,00-0034827,2026-09-17T15:23:40.526596Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Dalton Kincaid,BUF,TE,Player Receptions,4.5,125,-165,True,open_two_sided,"no push, half-point line",2.28625,2.0,0.166625,0.833375,0.0,0.004166249953120311,0.004166249953120312,0.4444444444444444,0.6226415094339622,0.06708595387840655,0.4165029469548134,0.5834970530451867,-0.24987794695481338,0.24987794695481325,-0.62509375,0.3384507575757576,8000,receiving/receptions,00-0038933,2026-09-17T21:05:42.722021Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Dawson Knox,BUF,TE,Player Receptions,1.5,125,-160,True,open_two_sided,"no push, half-point line",1.806375,1.0,0.44975,0.55025,0.0,0.005561867239291136,0.005561867239291136,0.4444444444444444,0.6153846153846154,0.05982905982905984,0.4193548387096774,0.5806451612903226,0.030395161290322603,-0.030395161290322603,0.011937499999999934,-0.10584374999999996,8000,receiving/receptions,00-0035689,2026-09-17T15:23:40.526596Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Isaac TeSlaa,DET,WR,Player Receptions,1.5,-120,-110,True,open_two_sided,"no push, half-point line",1.160125,1.0,0.3025,0.6975,0.0,0.005135583584170353,0.005135583584170353,0.5454545454545454,0.5238095238095238,0.06926406926406914,0.5101214574898786,0.48987854251012153,-0.2076214574898786,0.20762145748987848,-0.4454166666666667,0.33159090909090905,8000,receiving/receptions,00-0040669,2026-09-17T16:47:27.675539Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Jahmyr Gibbs,DET,RB,Player Receptions,4.5,110,-145,True,open_two_sided,"no push, half-point line",3.478875,3.0,0.300125,0.699875,0.0,0.0051240850936411075,0.0051240850936411075,0.47619047619047616,0.5918367346938775,0.06802721088435382,0.4458598726114649,0.554140127388535,-0.14573487261146495,0.145734872611465,-0.36973750000000005,0.18254741379310352,8000,receiving/receptions,00-0039139,2026-09-17T21:00:44.558349Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
James Cook,BUF,RB,Player Receptions,2.5,-115,-115,True,open_two_sided,"no push, half-point line",1.20775,0.0,0.1925,0.8075,0.0,0.0044080005387930705,0.0044080005387930705,0.5348837209302325,0.5348837209302325,0.06976744186046502,0.5,0.5,-0.3075,0.3075,-0.6401086956521739,0.5096739130434782,8000,receiving/receptions,00-0037248,2026-09-17T21:07:43.505303Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
